Device_Fail,Gear_Type,Velocity,Torque(Nm),Wear_Measure,Sensor_1,Sensor_2
N,Y,1527,38.8,136,302.5,330.7777778
N,Z,1511,48.1,24,302.3,331.8888889
N,X,1525,33.2,0,299.9,325.962963
N,Z,1711,29.1,170,301.1,333
N,Z,1476,48.7,189,300.4,335.962963
N,Y,1574,31.8,113,299.8,331.1481481
N,Z,1446,45.3,23,298.4,321.1481481
N,Z,1502,41.8,79,298.1,321.1481481
N,Z,1281,51.7,61,302.3,335.5925926
N,Y,1468,43.8,2,298.4,322.2592593
N,Z,1412,48.9,28,302.3,332.2592593
N,Z,1487,42,152,302.5,330.4074074
N,Y,1405,42.5,204,297.2,322.2592593
N,Z,1352,52.1,176,299.7,333.3703704
N,Z,1462,41.4,75,300.8,333.7407407
N,Z,1540,34.8,32,298.2,324.4814815
N,Y,1350,58.6,2,302.7,337.0740741
N,Y,1359,50.8,118,301.2,332.2592593
N,Z,1550,36.9,194,302.9,337.8148148
N,Y,1555,37.4,169,300.2,335.2222222
N,Z,1394,42.9,206,297.8,327.8148148
N,Y,1335,58.3,9,300.4,335.962963
N,Z,1412,57.5,16,300.9,331.5185185
N,Y,1952,21.6,93,298.2,320.4074074
N,Z,1772,23.5,167,299.9,327.0740741
N,Z,1380,44.7,170,299.1,331.1481481
N,X,1452,58.3,123,302.9,332.6296296
N,Y,1497,40.9,169,299.5,325.962963
N,Z,1751,27.8,10,299.4,332.2592593
N,Z,1556,31.6,145,298.1,324.1111111
N,Y,1388,42.9,190,300.6,331.5185185
N,Y,1934,22.8,15,300.6,327.8148148
N,Z,1587,36.6,20,302.3,332.2592593
N,Y,1510,46.9,152,304.1,340.7777778
N,Y,1417,45.2,185,301.7,331.1481481
N,X,1342,48.7,68,300.2,326.3333333
N,Z,1483,38.8,23,297.4,322.6296296
N,Y,1389,48.6,7,296.2,318.5555556
N,Z,1671,29.4,136,297.5,323.7407407
N,Z,1507,44.7,73,298.3,328.9259259
N,Y,1461,41.3,53,300.8,331.8888889
N,Z,1580,32.2,39,296.7,321.5185185
N,Y,1883,23.3,100,303.5,339.6666667
N,Z,1527,44,149,299.1,330.4074074
N,Z,1390,52.5,144,300.4,331.8888889
N,Z,1433,37.9,36,300.2,334.1111111
N,Z,1533,37,101,300.1,325.962963
N,X,1408,42.5,0,300.2,330.037037
N,Z,1615,33.7,193,299.2,325.2222222
N,Y,1663,31.6,199,301.8,333
N,Y,1329,53.6,186,300.2,326.7037037
N,Z,1331,46.4,16,299.6,326.7037037
N,Z,1457,51.9,89,299.8,327.8148148
N,Z,1602,38.2,58,298.9,329.2962963
N,Y,1452,38.2,44,297.3,322.2592593
N,Y,1623,31.6,101,303.1,337.4444444
N,Z,1370,61.9,42,299.2,331.1481481
Y,Z,2633,12.2,17,300.5,330.7777778
N,Y,1517,39.8,114,298.9,323.7407407
N,Z,1431,42.3,113,300.2,331.1481481
N,Y,1519,39.7,16,300.8,327.8148148
N,Z,1452,45.7,122,296.9,320.037037
N,Z,1639,28.9,94,301.4,330.4074074
N,Y,1595,35.4,15,300.4,332.6296296
N,Z,1400,56.9,34,297.8,325.962963
Y,Z,1306,61,215,303.4,335.5925926
N,Z,1545,35.1,128,302.7,333.3703704
N,Y,1863,25.7,85,302.2,334.4814815
N,Z,1451,43.1,68,297.2,324.4814815
N,Z,1639,31.4,48,300.7,329.6666667
N,Z,1376,50.8,75,300.7,329.2962963
N,Y,1502,39.4,84,298.5,327.4444444
N,Z,1598,32.7,94,298.4,321.8888889
N,Z,1516,39.1,138,296.2,317.4444444
N,Z,1564,39,26,299.4,325.962963
N,Z,2421,14.2,57,299.4,325.5925926
N,Y,1686,26.9,128,300.8,329.2962963
N,Z,1575,35,137,298.2,320.7777778
N,Z,1555,41.2,131,301.3,330.037037
N,Z,1580,41.9,55,299,329.2962963
N,X,1557,39.1,47,297.5,323.3703704
N,Z,1357,50.1,125,298.4,327.0740741
N,Z,1450,43.4,80,300.7,331.5185185
N,Z,1391,57.4,161,298.1,319.6666667
N,X,1434,39.5,18,301.3,331.8888889
N,Z,1806,27.6,64,298.4,326.3333333
N,Z,1562,34.4,162,301.6,331.1481481
N,Y,1364,49.3,167,303.8,338.9259259
N,Y,1457,35.1,193,300.4,329.2962963
N,Z,1331,63,13,298.1,322.6296296
N,X,1604,30.5,45,300.6,335.962963
N,Y,1650,33.8,38,300.1,333.7407407
N,Z,1464,41.4,6,296.9,320.4074074
N,Z,1911,21.5,164,298.5,326.7037037
N,Z,1385,50.7,195,301.6,332.2592593
N,Z,1683,28.5,63,297.9,323.3703704
N,Z,1569,40.4,174,295.6,314.1111111
N,Y,1507,40.2,156,299.5,331.8888889
N,Z,1432,46.2,11,298,323
N,Z,1462,51.4,48,300.3,325.962963
N,X,1506,40.8,204,302.4,333.3703704
N,Z,1544,36.9,87,303.5,339.6666667
N,Y,1752,25.2,77,298.1,326.3333333
Y,Z,1288,68.5,0,302.6,336.7037037
N,Z,1676,30.3,151,300.1,333.7407407
N,Z,1501,35,55,298.8,323.7407407
N,Z,1811,26.8,47,300.5,335.2222222
N,Z,1890,24,173,298.8,327.4444444
N,Z,1971,23.2,155,298.9,329.6666667
N,Z,1808,25.8,35,300.2,330.4074074
N,X,1457,47.2,74,300.7,337.8148148
N,Z,1491,38.4,115,299.3,325.2222222
N,Z,1382,52.4,13,301.2,328.5555556
N,Z,1446,44,64,302,332.2592593
N,Z,1396,44.1,136,303.7,338.5555556
N,X,1452,42.5,198,302.1,332.2592593
N,Z,1569,35.2,199,298.2,325.5925926
N,Y,1501,48.7,192,298.8,329.2962963
N,Y,1582,35.9,180,297.4,325.5925926
N,Y,1414,45.4,138,297.6,323.7407407
N,Z,1965,20.4,164,299.5,324.4814815
N,X,1330,49.5,30,301.6,330.4074074
N,Y,1921,22,196,298.5,325.2222222
N,X,,31.8,17,298.9,
N,Z,1354,43.3,155,298.1,320.037037
N,Z,1964,21.4,15,300.6,334.8518519
N,Z,1479,44.3,194,301,332.2592593
N,Z,1568,33.1,38,301.5,331.5185185
N,Y,1668,34.4,137,303.9,340.4074074
N,Z,1605,34.2,94,301.4,331.5185185
N,Z,1657,34.1,52,301.1,329.6666667
N,Z,1822,23.5,122,298,325.5925926
N,Z,1700,29.5,133,302.5,334.4814815
N,Y,1592,38.2,169,298.8,325.2222222
N,Z,1610,32.4,194,298.4,325.962963
N,Z,1304,49.8,45,298.2,322.6296296
N,Y,1628,36.4,167,301.5,331.8888889
N,Z,1533,39.4,26,302.1,334.4814815
N,Z,1548,36.9,64,297.8,324.4814815
N,X,1538,38.3,63,297.7,320.037037
N,Z,1512,37.2,126,299.4,324.1111111
N,Y,1417,47.3,59,299.4,325.5925926
N,Z,1829,24.5,159,303.1,334.1111111
N,Z,1466,41.8,112,300.5,334.1111111
N,Z,1692,29.8,137,298.4,325.962963
N,Y,1379,43.2,56,301.2,330.037037
N,X,1641,34.5,155,300,334.1111111
N,Z,1551,35.9,6,302.7,330.7777778
N,Z,1456,54.2,179,297.3,323.3703704
N,Z,1680,32.8,200,297.4,323.7407407
N,X,1821,26.2,171,301.6,331.1481481
N,Z,1549,41.4,121,301,331.8888889
N,Z,1741,28.8,60,296.9,321.8888889
N,Y,1756,26.4,190,303.7,337.4444444
N,Z,1524,39.8,120,299,330.4074074
N,Y,1350,55.6,69,296.5,319.2962963
N,Z,1436,46.7,103,298.1,323
N,Z,1456,39.2,167,295.5,314.1111111
N,Y,1836,21.8,12,300.9,334.4814815
N,Z,1547,44.8,36,298.6,327.0740741
N,Z,1771,27.2,162,301.8,332.6296296
N,Z,1432,43.4,68,298.1,324.4814815
N,Z,1687,29.1,176,297.9,320.037037
N,Z,1419,45.7,178,299.9,330.4074074
N,X,1454,42.8,88,300.2,334.4814815
N,Y,1298,58.1,168,301.7,332.6296296
N,Z,1658,31.4,89,302.2,334.8518519
N,Z,1470,41.1,205,302.8,331.1481481
N,Y,1448,40.1,209,300.2,330.037037
N,Y,1924,24,17,302.9,338.1851852
Y,Z,1326,58.5,55,302.5,330.037037
N,Z,2151,17.7,0,297.4,323
N,Z,1476,46.6,110,302.4,335.5925926
N,Z,1538,36.8,208,302.5,333
N,Z,1383,51.4,160,302.9,337.8148148
N,Y,1318,54.2,177,303.5,337.8148148
N,X,1474,40.7,104,300.8,326.7037037
N,Z,1602,32.8,120,302.2,333.7407407
N,Y,1376,57,198,298.3,326.3333333
N,Z,1606,34,126,303.5,340.037037
N,Z,1706,30.9,9,297.4,322.6296296
N,Z,1556,36,98,300.6,326.7037037
N,Y,1507,33.4,82,302.8,332.6296296
N,Z,1412,42.5,181,299.8,333
N,Y,1413,44.3,72,300.7,332.6296296
N,Z,1481,38.5,181,300.8,333.3703704
N,Z,1471,41.8,109,299.9,326.3333333
N,Z,1368,50.8,115,298.8,325.5925926
N,Z,1692,34.3,83,297.4,323.3703704
N,X,1372,48.5,120,298.8,325.962963
N,Z,1617,31.7,39,297.6,322.6296296
N,Y,1302,53.4,58,302.2,332.2592593
N,Y,1666,31,198,298,323.3703704
Y,Z,1269,56.8,195,301.3,329.2962963
N,X,1501,45.3,175,300.6,331.5185185
N,Z,1877,22.3,96,303.5,339.2962963
N,X,1444,40.7,174,302.4,332.2592593
N,Z,1381,50.7,206,301.5,331.1481481
N,Z,1735,25.9,154,303.8,338.5555556
N,Y,1336,54.4,82,297.9,321.1481481
N,X,1645,30.8,196,297.4,324.8518519
N,Z,1593,34.9,83,297.9,320.4074074
N,Y,1465,43.2,113,300.8,333.7407407
N,Z,1403,48.3,10,303.9,340.037037
N,Z,1471,44.7,119,298.5,326.3333333
N,Z,1439,44.9,205,298.1,323.7407407
N,Z,1760,23.9,76,301.3,332.2592593
N,Z,1419,41.5,105,298.5,327.4444444
N,Z,1395,44.4,33,298.8,323.3703704
N,Y,1583,38.2,150,297.1,323
N,Y,1645,29.6,129,303,337.8148148
N,Y,1737,29.3,114,301.5,330.7777778
N,Z,1543,31.1,96,302.4,335.5925926
N,Z,1276,53.6,103,297.4,323.7407407
N,Y,1453,43.2,153,299.8,327.0740741
N,Z,1675,30.7,200,301,336.7037037
N,Z,1391,45,123,301,331.5185185
N,Y,1439,42.5,164,302.7,337.0740741
N,X,1877,24.8,64,300.7,329.6666667
N,Y,1680,29.3,158,304.1,341.1481481
N,Z,1325,55.3,192,302,331.1481481
N,Z,2074,18.9,9,300.5,332.6296296
N,Z,1357,48.2,7,298,322.2592593
N,Z,1750,28.3,207,300.5,335.962963
N,Z,1408,47.3,79,301.5,331.5185185
N,Z,1477,42.4,128,301.9,330.7777778
N,Z,1552,33.2,139,299.6,332.6296296
N,Z,1567,36.4,109,298,320.7777778
Y,Y,1358,54.6,61,302.4,329.2962963
N,Z,1694,29.1,102,297.7,324.1111111
N,Z,1448,43.4,167,302,330.4074074
N,Z,1536,40.4,92,297.1,320.7777778
Y,Y,1325,62.4,204,297.4,324.4814815
N,Z,1766,24.6,158,299.4,325.5925926
N,Y,1483,38.1,193,299.9,326.7037037
N,Z,1793,28.1,170,303.8,338.5555556
N,Y,1391,42.4,169,298.6,323
N,X,1625,35.4,70,302.2,334.1111111
N,Z,1543,38.3,61,303.7,339.2962963
N,Y,1551,40,20,302.9,338.1851852
N,Z,1666,27.2,40,301.1,329.2962963
N,X,1451,42.8,21,299.1,322.6296296
N,Z,1434,42.5,175,304.2,341.5185185
N,Y,1394,47.9,70,298.1,324.4814815
N,Z,1644,32.8,215,298,319.6666667
Y,Z,1521,35.9,215,303.4,336.3333333
N,Y,1394,47.4,21,300.2,328.1851852
N,Z,1556,39,72,301.3,331.1481481
N,Y,1663,35.2,208,299.8,326.3333333
N,Z,1481,38.1,153,300.8,327.8148148
N,Z,1746,27.4,44,302.8,337.0740741
N,Z,1207,66.5,66,299.4,325.5925926
N,Y,1592,35.8,57,297.6,327.4444444
N,Z,1320,56.4,100,302.4,335.5925926
N,Y,1669,29,161,295.6,314.4814815
N,Z,1650,32.4,60,299.7,333
N,Z,1483,46.9,203,297.1,323.3703704
N,Z,1645,30.8,137,299.7,325.962963
N,Z,1425,42.4,102,300.5,334.8518519
N,Z,1428,46.9,87,299.1,330.4074074
N,Y,1587,37.3,203,298.6,325.5925926
N,Z,1591,29.8,105,302,330.4074074
N,Z,1509,36.5,52,302.8,337.0740741
N,Z,1565,43.9,142,301.5,331.1481481
N,Y,1406,47.1,162,303.8,338.5555556
N,Z,1545,40.1,165,302.5,333.3703704
N,Z,1467,40.7,106,298.7,323.3703704
N,Z,1484,43.8,124,298.9,330.037037
N,Z,1645,28.6,57,299.4,325.5925926
N,Y,1657,31.1,8,297.3,322.6296296
N,Z,1668,32.7,31,297.7,318.5555556
N,Z,1447,47.5,166,302.7,337.0740741
N,Y,1665,28.9,17,297.3,323
N,X,1447,51.4,185,299.9,329.2962963
N,Z,1440,42.9,191,300.2,329.6666667
N,Z,1492,41.8,128,300.2,334.4814815
N,Z,1456,47.6,127,302.4,330.4074074
N,Z,1852,25,57,298.8,324.8518519
N,Z,1400,58.2,79,301.9,331.8888889
N,Y,1530,35.2,163,299.8,331.8888889
N,Y,1354,60.8,96,298.5,327.8148148
N,Y,1939,19.8,204,299.4,325.2222222
N,Z,1726,26.7,150,301.6,331.8888889
N,Y,1459,37.7,40,301.4,331.5185185
N,Y,1415,43.5,53,299.2,323
N,Z,1410,48.1,23,297.3,322.6296296
N,Z,1468,40.9,157,298.5,328.1851852
N,Z,1447,42.7,229,302,331.8888889
N,Y,1385,46.1,120,300.1,325.962963
N,Y,1599,33,7,300.9,331.8888889
N,Z,1448,43.4,141,302.4,335.5925926
N,Y,1469,42.9,14,300.5,330.7777778
N,X,1429,39.9,19,298.9,330.7777778
N,Z,1597,30.8,74,301.8,331.5185185
N,Y,1449,39.6,105,299,324.8518519
N,Y,1450,39.4,62,300.8,330.4074074
N,Y,1555,40.6,109,300.9,338.5555556
N,Z,1550,36.8,159,301.4,331.1481481
N,Y,2432,14.2,126,301.5,331.1481481
N,Z,1650,29.6,13,300.2,328.1851852
N,Z,1301,51.2,112,301.4,330.4074074
N,Z,1726,28.4,202,297.1,323
N,Z,1418,51.4,54,302.8,336.7037037
N,Z,1480,41.4,135,303.6,339.6666667
N,Y,1381,50.5,22,298.5,322.6296296
N,Z,1304,48.7,142,296.8,320.037037
N,Z,1983,20.2,114,298.5,325.962963
N,Y,1403,47.4,34,301.5,331.1481481
N,X,1551,34.3,166,301.5,330.7777778
N,X,1475,43.1,20,303.2,333.3703704
N,Z,1457,39.6,215,301.1,329.2962963
N,Z,1436,48.2,175,300.2,335.5925926
N,Y,1217,60.6,103,301.4,330.7777778
N,Z,1462,37.5,118,303.4,338.5555556
N,Y,1541,33.7,165,297.6,327.8148148
N,Z,1391,45.8,38,299.2,330.7777778
N,Y,1447,41.6,118,297.5,323.3703704
N,Y,1358,50.6,133,302.4,335.5925926
N,Y,1685,29.4,140,300.5,327.8148148
N,Z,1590,39.9,58,302.4,334.4814815
N,Y,1487,52.6,205,299.4,324.1111111
N,Z,1542,47.1,25,300,327.8148148
N,Y,1477,35.2,53,296.2,318.9259259
N,Z,1954,24.8,13,302.7,337.8148148
N,Z,1340,47.8,54,302.2,331.8888889
N,Z,1744,26.4,33,299.3,323.7407407
N,Z,1527,,16,298.1,323.7407407
N,Z,1576,30.4,151,301.3,332.6296296
N,Y,1570,30.9,226,299.1,329.2962963
N,Z,1942,20.5,155,301.5,331.5185185
N,Z,1457,40.4,213,301.8,329.6666667
N,Z,1616,35.1,142,299.7,331.1481481
N,Y,1443,53.3,151,300.8,336.3333333
N,Z,1401,47.3,10,298.8,323
N,Y,1472,44.9,198,297.5,323.7407407
N,Z,1505,34.9,7,300.7,327.4444444
N,Z,1628,34.9,93,298.4,324.8518519
N,Z,1623,37.2,177,298.9,329.6666667
N,Z,1601,33,109,301,337.0740741
N,Z,1563,32.2,78,302.8,333
N,Z,1584,34.4,83,299,330.037037
N,Z,1459,39.7,69,297.5,323.3703704
N,Z,1548,34.1,93,301.8,330.7777778
N,Z,1682,28.8,49,299,329.6666667
N,Z,1671,30.5,201,302.8,331.1481481
N,Z,1978,22,106,302,330.7777778
N,Y,1705,30.1,84,299,329.2962963
N,X,1801,23.6,97,300.3,334.8518519
N,X,1522,46.3,146,297.4,324.1111111
N,Z,1599,37,211,302.6,334.4814815
N,Y,1552,36.8,133,298.5,326.3333333
N,Z,1335,48,131,297.5,323.3703704
N,Y,1234,55.8,152,301.4,332.6296296
N,X,1309,57.4,185,298.8,327.4444444
N,X,1556,35,164,302.7,334.4814815
N,Y,1907,23.5,125,297.5,321.8888889
N,Y,1518,42.4,105,304.1,341.5185185
N,Y,1505,40.1,166,297.9,320.037037
N,Z,1581,36.1,73,298,324.4814815
Y,Z,1373,56.7,203,297.7,323.3703704
N,Z,1477,44,19,299.2,331.5185185
N,Y,1503,34.7,6,299.2,325.5925926
N,Z,1638,29.6,160,302.6,334.8518519
N,Z,1522,39.1,217,300.3,330.7777778
N,Z,1611,35.7,23,298.6,327.4444444
N,Z,1489,38.3,35,302.2,334.4814815
N,Z,1493,51.1,87,301.7,331.5185185
N,Z,1620,30,168,299.7,325.962963
N,Y,1339,48.2,86,299.1,327.0740741
N,X,1509,37.6,85,298.3,329.2962963
Y,Y,1386,62.7,142,302,327.8148148
N,Z,1684,32.8,53,300.6,327.4444444
N,Y,1769,26,10,302,333
N,Z,1480,45.2,8,302.7,335.2222222
N,Z,1493,38.7,217,300.9,336.3333333
N,Y,1452,50.3,60,302.8,337.0740741
N,Z,1586,37.7,155,297.3,323.7407407
N,Y,1521,37.5,94,298.5,326.7037037
N,Z,1415,52.1,12,302.6,330.4074074
N,Y,1843,24.2,212,296.8,321.8888889
N,X,1483,47.2,223,302.8,337.4444444
N,Y,1425,50.3,152,297.4,324.1111111
N,Z,1513,41.1,64,301.7,331.1481481
N,Y,1513,43.8,188,299.9,325.5925926
N,Z,1475,38.7,22,299.2,323
N,Z,1444,44.9,97,302.1,334.4814815
N,X,1981,19.9,99,300.7,332.6296296
N,Z,1425,51.1,173,301.9,330.7777778
N,Z,1481,42.5,54,298,323.7407407
N,Z,1416,58.7,156,303.8,339.2962963
N,Z,1524,46.6,104,301.7,328.5555556
N,Z,1350,52,136,298.2,325.5925926
N,Z,1545,36.9,3,298.4,326.3333333
N,Z,1583,38.9,94,302,331.1481481
N,Z,1610,32.2,17,302.9,331.8888889
N,Z,1683,29.7,131,301.6,331.5185185
N,Y,1421,49.8,165,300.7,327.4444444
N,Z,1426,53.4,172,303.9,338.5555556
N,Z,1546,37.6,72,297.9,320.4074074
N,Y,1507,34.3,161,303.9,341.1481481
N,X,1383,44.6,184,297.9,323.3703704
N,Z,1517,42.2,186,300,330.7777778
N,X,1420,50.4,82,298.6,327.0740741
N,Z,1628,33,15,302.6,337.8148148
N,Z,1436,44.9,119,300.7,332.6296296
N,Z,1903,22.9,55,302.3,333.3703704
Y,Y,1374,47.9,222,300.3,335.2222222
N,Y,1332,51.1,121,296.9,319.6666667
N,Z,1657,31.8,217,303.1,333.7407407
N,Z,1683,32.3,197,297,320.7777778
N,Z,1867,22.8,118,297,320.4074074
N,Z,1420,44.1,197,298.3,327.4444444
Y,Z,1390,58.8,195,299.5,326.7037037
N,Z,1834,23.5,146,301.6,331.1481481
N,Z,1432,46.9,65,298.3,322.6296296
N,Z,1911,20.9,74,295.6,315.2222222
N,Y,1498,47.1,199,297,320.4074074
N,X,1432,42.8,197,298.7,323
N,Z,1852,22.6,77,299.5,325.5925926
N,Y,1483,37,35,301.9,332.2592593
N,Z,1464,44.5,179,300.2,335.5925926
N,Z,1503,36.2,166,302.4,329.6666667
Y,Z,1317,54.8,231,299.1,329.6666667
N,X,1623,33.1,224,297.6,327.0740741
N,X,1656,30.7,200,300.9,331.5185185
N,Y,1640,32.8,77,302.2,333
Y,Z,1367,56.3,203,299.1,328.9259259
N,Z,1379,55.6,2,300.5,327.0740741
N,Z,1832,23.2,70,302.2,332.6296296
N,Y,1594,32.4,204,301.7,331.8888889
N,Z,1525,41.5,30,299.4,326.3333333
N,Z,1502,44.6,13,299.5,325.5925926
N,Y,1309,60.7,100,301.1,330.7777778
N,Y,1434,47.9,189,301.7,328.5555556
N,Z,2069,18.7,27,298.9,323.7407407
N,Z,1487,40.2,48,302.5,330.4074074
N,Z,1449,38.9,18,299,324.1111111
N,Z,1452,48,126,304.1,340.7777778
N,Z,1581,30.4,155,297.5,324.8518519
N,Z,2090,17.8,133,300.9,329.2962963
N,Z,1730,30.2,106,300.5,334.8518519
N,Z,1716,28.2,117,299.9,328.1851852
N,Z,1541,38.5,98,296.5,320.037037
N,X,1542,36.1,5,299.2,329.2962963
N,Z,1427,37.6,73,300.1,325.962963
N,Z,1469,39.5,26,299.7,329.6666667
Y,Z,2861,4.6,143,298.9,325.5925926
N,Z,1452,43.5,158,298.2,323
N,Z,1425,45.3,100,300.7,326.3333333
N,Z,1356,43.6,22,296.2,318.5555556
N,Y,1332,60.2,147,298.2,325.962963
N,Y,1651,29.8,44,301.4,328.9259259
N,Y,1823,24.3,219,297.1,321.8888889
N,Z,1966,22.6,161,301.3,331.1481481
N,Y,1424,50.4,32,298.7,327.4444444
N,Y,1466,45.7,41,300.2,328.1851852
N,Z,1451,42,110,302.4,335.5925926
N,Z,1408,45.3,28,304.1,340.037037
N,Y,1639,32.9,94,302,330.7777778
N,Z,1520,39.2,43,300,333.7407407
N,Y,1831,26.6,105,297.5,326.7037037
N,Z,1804,26.1,22,298.5,328.9259259
N,Z,1372,49,140,296.8,321.1481481
N,Z,1701,30.8,12,303.6,339.2962963
N,Z,2007,19.8,116,300.6,330.4074074
N,Z,1553,38,83,299.6,329.2962963
N,Z,1490,41.8,39,300.5,333.7407407
N,Z,1603,37.6,69,301.9,330.4074074
N,Z,1580,32.6,142,299.2,323
N,Y,1394,48.8,192,300.9,327.8148148
N,Z,1525,41.9,204,301.5,331.1481481
N,Z,1486,34.9,122,301.1,337.4444444
Y,Z,1379,54.2,207,300.5,328.1851852
N,Y,1591,29.4,192,302.5,336.3333333
N,Z,1555,33.7,229,296.9,321.8888889
Y,Z,1403,64.2,0,297.8,325.2222222
N,Y,1350,52.2,157,297.5,323
N,Z,1568,35.1,111,295.8,315.962963
N,Y,1351,52.2,44,299,325.2222222
N,Y,1591,35,208,301.1,333.3703704
N,Z,1549,38.9,150,300.4,328.1851852
N,Z,1508,43.1,57,300.3,335.5925926
N,Z,1372,54.7,95,301.8,331.1481481
N,Y,1620,35.8,215,297.4,323
N,Y,1575,34.4,149,298.8,327.4444444
N,Y,1811,25.4,147,298.1,324.4814815
N,Z,1490,38,168,301.4,331.8888889
N,Z,1494,37.5,198,302.8,337.4444444
N,Z,1575,37.8,42,299,329.6666667
N,Z,1445,40,129,298.9,329.6666667
N,Z,1502,43.2,139,297.6,322.6296296
N,Y,1341,46.3,194,302.3,335.2222222
N,Y,1507,46,51,297.6,323
N,Z,1351,58.2,155,300.1,327.8148148
N,Z,1598,32.8,79,300.7,329.2962963
N,Y,1572,34.6,17,302.2,329.2962963
N,Y,1330,58.6,201,302.4,333.3703704
N,Z,1370,52.4,113,298.5,327.0740741
N,Z,1414,50.2,51,295.9,316.3333333
N,X,2053,19.7,137,299,329.2962963
Y,Z,1331,45.5,53,302.4,329.6666667
N,Z,1417,60.5,143,298.3,325.5925926
Y,Z,1289,62,199,296.8,321.8888889
N,Z,1401,59,38,299.4,326.3333333
N,X,1515,43.8,6,298.1,323
N,Z,1650,31.9,126,301.8,331.1481481
N,Z,1885,27.5,147,302.6,334.4814815
N,Y,1398,41.9,215,297.6,323
N,Z,1383,46.2,188,297.4,321.5185185
N,Z,1472,42,15,298,323
N,Z,1549,40.8,139,298.4,326.3333333
N,Y,1276,65.9,50,298,326.7037037
N,Z,1754,30.3,206,297.1,321.8888889
N,Z,1434,47.3,127,300.1,326.7037037
N,Y,1347,55.8,188,297.5,325.962963
N,X,1485,40.4,75,300.1,334.1111111
N,Z,1463,38.9,160,299.2,330.037037
N,Z,1702,29.1,141,303.7,338.5555556
N,Z,1586,35.5,0,298.3,321.8888889
N,Z,1372,46.3,173,299.4,330.7777778
N,Z,1438,45.7,106,299.5,331.5185185
N,Z,1397,54.9,81,301.1,337.0740741
N,Z,1607,37.7,49,298,324.8518519
N,Y,1548,37.3,65,300.5,330.4074074
N,Y,1685,32.1,88,299.7,332.2592593
N,Z,1404,41.8,71,301,332.2592593
N,Y,1748,28.4,,303.4,336.3333333
N,Z,1432,48.9,38,298.9,322.6296296
N,Z,1739,30.6,83,298.8,328.5555556
N,Z,1417,49.8,177,297.5,324.4814815
N,Y,1813,24.6,210,301.6,331.5185185
N,Z,1429,47.7,198,303.6,338.9259259
Y,X,1356,55.5,101,302.5,332.2592593
N,Y,1558,37.5,190,301,336.3333333
N,Z,1353,43.8,130,301.9,332.6296296
N,Y,1769,26.5,63,300.7,333.3703704
N,Z,1402,44.7,204,299.9,328.9259259
N,Z,1486,36.4,66,300,329.6666667
N,Y,1519,37.3,29,298.5,321.5185185
N,Y,1412,44.1,140,298.9,325.962963
N,Z,1542,35.5,191,300.7,329.2962963
Y,Z,1385,56.4,202,297,320.7777778
N,Z,1711,28.9,197,299.2,323
N,X,1588,41.3,0,299.6,325.5925926
N,Z,1603,35.9,104,302.1,334.1111111
N,Y,1498,41.6,15,296.3,318.9259259
N,Y,1458,38.8,34,302.6,337.0740741
N,Z,1423,48.1,183,298.2,320.7777778
N,Z,1444,46.7,194,296.2,318.1851852
N,Y,1579,36.6,152,297.8,323
N,Y,1669,28.4,79,300.8,331.1481481
N,X,2007,19.7,2,300.7,327.0740741
N,Z,1490,41.1,54,299,329.6666667
N,Y,1400,48.5,205,300.1,335.2222222
N,Z,1533,37.4,115,297.4,322.2592593
N,Z,1415,50,184,304.1,341.1481481
N,Z,1547,37.2,7,300.5,333
N,Z,1551,37.9,42,300.3,327.0740741
N,Y,1298,57.5,57,302.5,335.962963
N,Z,1464,36.7,194,304.3,341.8888889
N,Z,1352,63.5,143,301,334.8518519
N,Z,1351,49.5,196,302.1,332.6296296
N,Y,1702,30.3,91,300.6,332.2592593
N,Y,1587,35.9,30,302,334.1111111
N,Y,1895,23.5,129,303.1,338.5555556
N,Y,1421,52,95,302.1,331.1481481
Y,Z,2153,15.3,98,298.4,327.0740741
N,Z,1634,31.9,0,300,334.1111111
N,Z,1255,62.1,138,300.5,327.0740741
N,Z,1556,37.4,129,304.1,342.2592593
N,Z,1409,54.7,104,300.5,335.2222222
N,X,1508,35,70,299.3,325.2222222
N,Y,1537,35,33,300.4,330.037037
N,Y,1642,32.4,126,297.9,319.6666667
N,Y,1499,38.9,3,300.7,335.2222222
N,Z,1653,31.6,111,300.7,331.8888889
N,Z,1777,23.6,0,300.5,327.0740741
N,Z,1392,44.2,97,300.9,331.5185185
N,Z,1525,43.7,34,298.7,329.6666667
N,Z,2262,15.7,125,297.9,323.7407407
N,Z,1398,43.3,171,302.3,336.3333333
N,Z,1382,43.5,37,298.2,321.8888889
N,Y,1492,43,100,301.5,331.1481481
N,Z,1453,43.9,84,300.8,332.2592593
N,Z,1525,43.9,188,303.7,337.8148148
N,Z,1423,40.2,63,300.9,336.7037037
N,Z,1538,36.7,3,300.9,331.1481481
N,Z,1513,40,130,296.8,320.037037
N,Y,1732,29.6,147,303.8,340.7777778
N,Y,1771,27.6,54,302.2,332.2592593
N,X,1475,42.8,38,302.3,335.5925926
N,Y,1446,45.9,180,296.3,318.5555556
N,Z,1489,44.1,96,297,321.8888889
Y,Z,1399,61.5,61,297.4,323.3703704
N,Y,1838,23.2,215,301.3,334.1111111
N,Z,1439,40,7,302.1,331.1481481
N,Z,1371,50.5,136,299.3,323.7407407
N,Y,1455,49.9,102,296.8,319.2962963
